,Concessionaria,Periodo,Praca,lat,lon,Tipo,Eixos,Volume_total
5527,Concer,2022-12-01,"Praça 01 Br-040/Rj Km 102,00",-22.609965,-43.285552,Automóvel / Caminhonete,4.0,75
5528,Concer,2022-12-01,"Praça 01 Br-040/Rj Km 102,00",-22.609965,-43.285552,Caminhão / Ônibus,2.0,22065
5529,Concer,2022-12-01,"Praça 01 Br-040/Rj Km 102,00",-22.609965,-43.285552,Caminhão / Ônibus,3.0,9143
5530,Concer,2022-12-01,"Praça 01 Br-040/Rj Km 102,00",-22.609965,-43.285552,Caminhão / Ônibus,4.0,7099
5531,Concer,2022-12-01,"Praça 01 Br-040/Rj Km 102,00",-22.609965,-43.285552,Caminhão / Ônibus,5.0,3939
5532,Concer,2022-12-01,"Praça 01 Br-040/Rj Km 102,00",-22.609965,-43.285552,Caminhão / Ônibus,6.0,6139
5533,Concer,2022-12-01,"Praça 01 Br-040/Rj Km 102,00",-22.609965,-43.285552,Motocicletas,2.0,3978
5534,Concer,2022-12-01,"Praça 01 Br-040/Rj Km 102,00",-22.609965,-43.285552,Veículos Oficiais,0.0,1864
5535,Concer,2022-12-01,"Praça 02 Br-040/Rj Km 45,50",-22.284389,-43.120269,Automóvel / Caminhonete,2.0,148702
5536,Concer,2022-12-01,"Praça 02 Br-040/Rj Km 45,50",-22.284389,-43.120269,Automóvel / Caminhonete,3.0,535
5537,Concer,2022-12-01,"Praça 02 Br-040/Rj Km 45,50",-22.284389,-43.120269,Automóvel / Caminhonete,4.0,75
5538,Concer,2022-12-01,"Praça 02 Br-040/Rj Km 45,50",-22.284389,-43.120269,Caminhão / Ônibus,2.0,14504
5539,Concer,2022-12-01,"Praça 02 Br-040/Rj Km 45,50",-22.284389,-43.120269,Caminhão / Ônibus,3.0,9000
5540,Concer,2022-12-01,"Praça 02 Br-040/Rj Km 45,50",-22.284389,-43.120269,Caminhão / Ônibus,4.0,6929
5541,Concer,2022-12-01,"Praça 02 Br-040/Rj Km 45,50",-22.284389,-43.120269,Caminhão / Ônibus,5.0,3826
5542,Concer,2022-12-01,"Praça 02 Br-040/Rj Km 45,50",-22.284389,-43.120269,Caminhão / Ônibus,6.0,5891
5543,Concer,2022-12-01,"Praça 02 Br-040/Rj Km 45,50",-22.284389,-43.120269,Motocicletas,2.0,4241
5544,Concer,2022-12-01,"Praça 02 Br-040/Rj Km 45,50",-22.284389,-43.120269,Veículos Oficiais,0.0,1862
5545,Concer,2022-12-01,"Praça 03 Br-040/Mg Km 816,70",-21.928252,-43.316282,Automóvel / Caminhonete,2.0,150096
5546,Concer,2022-12-01,"Praça 03 Br-040/Mg Km 816,70",-21.928252,-43.316282,Automóvel / Caminhonete,3.0,559
5547,Concer,2022-12-01,"Praça 03 Br-040/Mg Km 816,70",-21.928252,-43.316282,Automóvel / Caminhonete,4.0,79
5548,Concer,2022-12-01,"Praça 03 Br-040/Mg Km 816,70",-21.928252,-43.316282,Caminhão / Ônibus,2.0,11300
5549,Concer,2022-12-01,"Praça 03 Br-040/Mg Km 816,70",-21.928252,-43.316282,Caminhão / Ônibus,3.0,8322
5550,Concer,2022-12-01,"Praça 03 Br-040/Mg Km 816,70",-21.928252,-43.316282,Caminhão / Ônibus,4.0,7540
5551,Concer,2022-12-01,"Praça 03 Br-040/Mg Km 816,70",-21.928252,-43.316282,Caminhão / Ônibus,5.0,3819
5552,Concer,2022-12-01,"Praça 03 Br-040/Mg Km 816,70",-21.928252,-43.316282,Caminhão / Ônibus,6.0,6500
5553,Concer,2022-12-01,"Praça 03 Br-040/Mg Km 816,70",-21.928252,-43.316282,Motocicletas,2.0,3957
5554,Concer,2022-12-01,"Praça 03 Br-040/Mg Km 816,70",-21.928252,-43.316282,Veículos Oficiais,0.0,2271
5555,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Automóvel / Caminhonete,2.0,38930
5556,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Automóvel / Caminhonete,3.0,408
5557,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Automóvel / Caminhonete,4.0,61
5558,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,2.0,2306
5559,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,3.0,3135
5560,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,4.0,3783
5561,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,5.0,2593
5562,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,6.0,9170
5563,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,7.0,5753
5564,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,8.0,68
5565,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,9.0,7525
5566,Cro,2022-01-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Motocicletas,2.0,884
5567,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Automóvel / Caminhonete,2.0,88348
5568,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Automóvel / Caminhonete,3.0,628
5569,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Automóvel / Caminhonete,4.0,103
5570,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,2.0,8469
5571,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,3.0,8146
5572,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,4.0,9590
5573,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,5.0,7756
5574,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,6.0,27721
5575,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,7.0,11172
5576,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,8.0,233
5577,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,9.0,29803
5578,Cro,2022-01-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Motocicletas,2.0,3423
5579,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Automóvel / Caminhonete,2.0,43157
5580,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Automóvel / Caminhonete,3.0,326
5581,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Automóvel / Caminhonete,4.0,68
5582,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,2.0,4747
5583,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,3.0,5734
5584,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,4.0,6319
5585,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,5.0,4610
5586,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,6.0,13495
5587,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,7.0,7334
5588,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,8.0,145
5589,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,9.0,21587
5590,Cro,2022-01-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Motocicletas,2.0,980
5591,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Automóvel / Caminhonete,2.0,49722
5592,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Automóvel / Caminhonete,3.0,317
5593,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Automóvel / Caminhonete,4.0,73
5594,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,2.0,5312
5595,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,3.0,5852
5596,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,4.0,6027
5597,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,5.0,4210
5598,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,6.0,11930
5599,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,7.0,6138
5600,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,8.0,176
5601,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,9.0,17996
5602,Cro,2022-01-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Motocicletas,2.0,856
5603,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Automóvel / Caminhonete,2.0,77160
5604,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Automóvel / Caminhonete,3.0,489
5605,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Automóvel / Caminhonete,4.0,123
5606,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,2.0,7397
5607,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,3.0,6295
5608,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,4.0,5405
5609,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,5.0,3534
5610,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,6.0,9378
5611,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,7.0,4825
5612,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,8.0,160
5613,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,9.0,12843
5614,Cro,2022-01-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Motocicletas,2.0,3369
5615,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Automóvel / Caminhonete,2.0,22517
5616,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Automóvel / Caminhonete,3.0,346
5617,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Automóvel / Caminhonete,4.0,48
5618,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,2.0,2326
5619,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,3.0,2827
5620,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,4.0,3631
5621,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,5.0,2500
5622,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,6.0,8749
5623,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,7.0,5676
5624,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,8.0,53
5625,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,9.0,6275
5626,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,10.0,1
5627,Cro,2022-02-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Motocicletas,2.0,886
5628,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Automóvel / Caminhonete,2.0,65364
5629,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Automóvel / Caminhonete,3.0,622
5630,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Automóvel / Caminhonete,4.0,128
5631,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,2.0,8556
5632,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,3.0,7951
5633,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,4.0,9149
5634,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,5.0,7348
5635,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,6.0,26391
5636,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,7.0,11466
5637,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,8.0,179
5638,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,9.0,27306
5639,Cro,2022-02-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Motocicletas,2.0,3072
5640,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Automóvel / Caminhonete,2.0,32101
5641,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Automóvel / Caminhonete,3.0,310
5642,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Automóvel / Caminhonete,4.0,67
5643,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,2.0,4642
5644,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,3.0,5336
5645,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,4.0,6281
5646,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,5.0,3996
5647,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,6.0,11939
5648,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,7.0,7312
5649,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,8.0,146
5650,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,9.0,18714
5651,Cro,2022-02-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Motocicletas,2.0,818
5652,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Automóvel / Caminhonete,2.0,38224
5653,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Automóvel / Caminhonete,3.0,325
5654,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Automóvel / Caminhonete,4.0,71
5655,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,2.0,5306
5656,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,3.0,5585
5657,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,4.0,5722
5658,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,5.0,3843
5659,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,6.0,10522
5660,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,7.0,6348
5661,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,8.0,161
5662,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,9.0,15928
5663,Cro,2022-02-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Motocicletas,2.0,787
5664,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Automóvel / Caminhonete,2.0,69358
5665,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Automóvel / Caminhonete,3.0,526
5666,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Automóvel / Caminhonete,4.0,134
5667,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,2.0,7784
5668,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,3.0,6118
5669,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,4.0,5451
5670,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,5.0,3540
5671,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,6.0,9727
5672,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,7.0,5077
5673,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,8.0,151
5674,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,9.0,11589
5675,Cro,2022-02-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Motocicletas,2.0,3068
5676,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Automóvel / Caminhonete,2.0,22354
5677,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Automóvel / Caminhonete,3.0,334
5678,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Automóvel / Caminhonete,4.0,77
5679,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,2.0,2495
5680,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,3.0,3139
5681,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,4.0,3837
5682,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,5.0,2678
5683,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,6.0,9351
5684,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,7.0,5512
5685,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,8.0,70
5686,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Caminhão / Ônibus,9.0,7451
5687,Cro,2022-03-01,"Praça 01 Br-163/Mt Km 33,60",-17.219391,-54.758685,Motocicletas,2.0,920
5688,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Automóvel / Caminhonete,2.0,68128
5689,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Automóvel / Caminhonete,3.0,577
5690,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Automóvel / Caminhonete,4.0,154
5691,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,2.0,9404
5692,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,3.0,8640
5693,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,4.0,9555
5694,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,5.0,7299
5695,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,6.0,27999
5696,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,7.0,10334
5697,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,8.0,168
5698,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,9.0,27827
5699,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Caminhão / Ônibus,10.0,1
5700,Cro,2022-03-01,"Praça 02 Br-163/Mt Km 133,30",-16.4491484,-54.6658767,Motocicletas,2.0,3481
5701,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Automóvel / Caminhonete,2.0,35777
5702,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Automóvel / Caminhonete,3.0,354
5703,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Automóvel / Caminhonete,4.0,88
5704,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,2.0,5004
5705,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,3.0,5490
5706,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,4.0,5932
5707,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,5.0,3956
5708,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,6.0,11654
5709,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,7.0,6433
5710,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,8.0,138
5711,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Caminhão / Ônibus,9.0,20456
5712,Cro,2022-03-01,"Praça 07 Br-163/Mt Km 586,90",-13.91952,-56.093419,Motocicletas,2.0,925
5713,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Automóvel / Caminhonete,2.0,42529
5714,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Automóvel / Caminhonete,3.0,367
5715,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Automóvel / Caminhonete,4.0,95
5716,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,2.0,5677
5717,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,3.0,5689
5718,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,4.0,5650
5719,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,5.0,3687
5720,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,6.0,10196
5721,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,7.0,5712
5722,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,8.0,133
5723,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Caminhão / Ônibus,9.0,17686
5724,Cro,2022-03-01,"Praça 08 Br-163/Mt Km 664,45",-13.26599,-56.022777,Motocicletas,2.0,893
5725,Cro,2022-03-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Automóvel / Caminhonete,2.0,74349
5726,Cro,2022-03-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Automóvel / Caminhonete,3.0,555
5727,Cro,2022-03-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Automóvel / Caminhonete,4.0,120
5728,Cro,2022-03-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,2.0,8460
5729,Cro,2022-03-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,3.0,6155
5730,Cro,2022-03-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,4.0,5168
5731,Cro,2022-03-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,5.0,3381
5732,Cro,2022-03-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,6.0,9084
5733,Cro,2022-03-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,7.0,4353
5734,Cro,2022-03-01,"Praça 09 Br-163/Mt Km 766,70",-12.441635,-55.653798,Caminhão / Ônibus,8.0,149
